gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,Bachelor,5.04,0,1,,More than 1,C,Platinum,405240
Female,Urban,High School,89.75,1,2,3897.0,1,A,Gold,31020
Male,Urban,Bachelor,3.58,1,4,5936.0,More than 1,B,Silver,62940
Female,Urban,High School,33.59,0,5,6045.0,More than 1,A,Platinum,59904
Male,Urban,High School,0.54,1,1,6167.0,More than 1,A,Silver,103488
Female,Rural,High School,8.83,1,0,0.0,1,A,Silver,33012
Female,Urban,Bachelor,80.07,1,8,2251.0,More than 1,A,Gold,69336
Female,Urban,High School,8.08,0,6,5547.0,1,A,Platinum,65712
Male,Rural,High School,71.76,1,5,2482.0,More than 1,B,Platinum,116340
Female,Urban,High School,4.12,0,5,6632.0,More than 1,C,Platinum,526956
Female,Rural,Others,6.2,0,7,0.0,More than 1,C,Gold,157428
Female,Rural,High School,9.19,0,7,0.0,More than 1,A,Platinum,181524
Male,Urban,Bachelor,4.27,1,4,,More than 1,B,Platinum,182796
Female,Urban,Bachelor,20.74,0,7,7046.0,More than 1,B,Silver,70944
Male,Urban,High School,2.28,1,4,,1,A,Platinum,52080
Male,Rural,Bachelor,80.36,1,6,0.0,More than 1,B,Platinum,53904
Female,Urban,Bachelor,0.62,1,7,4984.0,1,A,Gold,61452
Male,Urban,Bachelor,5.36,1,5,4281.0,1,A,Gold,38028
Male,Rural,Bachelor,5.2,0,2,3758.0,More than 1,B,Silver,307212
Female,Urban,Bachelor,5.58,0,7,0.0,More than 1,B,Silver,99216
Male,Rural,Bachelor,9.19,0,5,2359.0,More than 1,A,Silver,47112
Female,Urban,Others,55.99,0,8,6294.0,More than 1,A,Platinum,64188
Male,Rural,High School,6.57,1,5,0.0,1,A,Silver,101412
Male,Urban,Bachelor,,1,4,6988.0,More than 1,A,Platinum,60888
Male,Urban,Others,80.77,1,6,5839.0,More than 1,A,Gold,61800
Female,Urban,High School,8.17,1,7,6497.0,1,A,Gold,50880
Male,Urban,Bachelor,2.83,0,4,6127.0,More than 1,B,Platinum,181956
Female,Rural,Bachelor,5.88,1,5,0.0,More than 1,A,Gold,70824
Male,Urban,Bachelor,75.49,1,2,0.0,1,,Silver,36948
Male,Urban,Bachelor,8.53,1,7,4134.0,More than 1,A,Platinum,65556
Female,Urban,High School,52.21,1,0,9045.0,More than 1,A,Platinum,155580
Female,,High School,0.46,0,5,3960.0,More than 1,,Platinum,109176
Female,Urban,Bachelor,9.59,1,4,6123.0,1,A,Platinum,59472
Male,Urban,High School,2.56,0,2,6712.0,More than 1,A,Platinum,60516
Female,Urban,Bachelor,6.33,1,2,4579.0,1,A,Gold,44772
Female,Urban,High School,9.74,0,5,4569.0,1,A,Gold,29040
Female,,Bachelor,35.49,0,8,6379.0,More than 1,A,Platinum,69780
Female,Rural,High School,3.17,0,4,,More than 1,B,Platinum,46200
Male,,Bachelor,20.05,1,0,4473.0,More than 1,B,Silver,60024
Male,Rural,Bachelor,,0,5,9337.0,More than 1,B,Platinum,102816
Female,Rural,High School,7.79,1,2,2976.0,More than 1,B,Silver,72072
Male,Urban,High School,3.76,1,6,7016.0,More than 1,B,Silver,75924
Female,Rural,Others,5.45,1,0,2607.0,More than 1,B,Silver,66276
Male,Rural,Bachelor,8.83,0,6,0.0,More than 1,B,Platinum,257160
Male,Urban,Bachelor,,1,3,0.0,More than 1,A,Silver,110100
Female,Urban,High School,9.36,0,4,2321.0,More than 1,A,Platinum,110628
Male,,High School,97.76,1,5,7955.0,More than 1,A,Platinum,165240
Male,Urban,High School,6.37,0,1,6497.0,1,A,Silver,32652
Male,Rural,Others,35.77,1,7,0.0,1,B,Silver,32304
Male,Urban,High School,45.82,1,6,0.0,More than 1,A,Platinum,491100
Female,Rural,High School,7.08,1,6,0.0,More than 1,A,Platinum,67332
Male,Rural,Bachelor,9.67,1,0,3863.0,More than 1,A,Silver,103740
Female,Urban,Bachelor,2.49,0,7,2526.0,More than 1,B,Platinum,483288
Female,Urban,Bachelor,,1,4,3709.0,More than 1,A,Platinum,207492
Male,Rural,High School,,0,8,0.0,1,B,Platinum,31056
Male,Urban,Bachelor,3.51,0,0,6137.0,More than 1,A,Platinum,67260
Female,Urban,Bachelor,9.03,1,1,8606.0,1,A,Platinum,31212
Male,Urban,Bachelor,7.95,0,1,6782.0,1,A,Platinum,34476
Female,Urban,Bachelor,3.62,1,2,3314.0,More than 1,A,Platinum,60000
Female,Urban,Bachelor,9.19,1,4,,More than 1,A,Platinum,61152
Female,Rural,High School,,0,6,0.0,1,A,Platinum,34884
Female,Urban,Bachelor,6.27,1,3,,1,A,Gold,59520
Male,Urban,High School,52.41,1,4,4814.0,1,A,Platinum,63480
Female,Urban,High School,3.15,1,6,7530.0,More than 1,,Silver,62172
Female,Urban,Bachelor,7.5,1,5,3134.0,More than 1,A,Platinum,105852
Female,Urban,High School,2.99,1,7,3834.0,More than 1,A,Platinum,114216
Male,Urban,Bachelor,4.27,1,7,15464.0,More than 1,A,Platinum,252804
Male,Rural,High School,8.91,1,2,3374.0,More than 1,B,Platinum,63000
Male,Urban,High School,9.66,0,6,5855.0,More than 1,A,Platinum,336924
Male,Urban,High School,4.54,1,6,,More than 1,,Silver,133176
Female,Urban,High School,5.0,1,6,5157.0,More than 1,C,Platinum,60708
Female,Urban,Bachelor,7.69,1,6,6626.0,1,A,Gold,61464
Male,Urban,High School,5.07,0,0,0.0,More than 1,,Gold,219492
Female,Urban,Bachelor,4.39,1,6,13370.0,More than 1,,Silver,146364
Male,Rural,Bachelor,5.18,0,3,0.0,1,B,Silver,36552
Male,Rural,High School,7.42,1,7,0.0,More than 1,B,Platinum,58992
Female,Urban,High School,8.73,0,2,4063.0,1,,Gold,30624
Female,Urban,Bachelor,6.92,0,6,3694.0,More than 1,A,Gold,222048
Female,Urban,Bachelor,3.39,1,6,4294.0,More than 1,A,Silver,66000
Female,Rural,Bachelor,29.57,1,4,5585.0,1,B,Silver,223500
Male,Urban,Bachelor,,0,2,5528.0,More than 1,A,Silver,269088
Male,Rural,Bachelor,9.26,1,6,5952.0,More than 1,B,Platinum,99228
Male,Urban,Others,7.27,1,4,3169.0,More than 1,A,Platinum,62868
Female,Rural,Bachelor,3.08,1,4,2694.0,More than 1,B,Platinum,103068
Male,Rural,High School,90.7,1,7,2614.0,More than 1,B,Gold,64692
Male,Urban,High School,7.45,1,8,3855.0,1,A,Platinum,32724
Female,Urban,Bachelor,3.48,0,6,5543.0,More than 1,A,Gold,327360
Male,Urban,High School,48.01,1,1,5886.0,1,A,Silver,33636
Female,Urban,Bachelor,6.59,0,7,0.0,1,,Gold,37308
Female,Urban,Bachelor,,1,2,5556.0,More than 1,A,Platinum,134376
Female,Urban,High School,5.33,1,7,4014.0,More than 1,A,Platinum,63432
Male,Urban,High School,5.04,1,2,5554.0,1,B,Silver,33120
Male,Urban,High School,6.58,0,5,,1,B,Silver,66300
Female,Rural,Bachelor,7.23,1,8,0.0,1,A,Platinum,34176
Male,Rural,High School,6.12,1,8,5320.0,More than 1,A,Silver,107940
Male,Urban,High School,5.23,0,7,2774.0,More than 1,A,Platinum,171936
Male,Urban,Bachelor,4.12,1,5,0.0,More than 1,B,Platinum,188532
Female,Urban,High School,3.38,0,7,4742.0,More than 1,A,Platinum,116820
Female,Urban,High School,5.57,0,7,5194.0,More than 1,A,Platinum,110328
Male,Urban,High School,6.89,0,6,3295.0,More than 1,A,Platinum,380832
Male,Urban,Bachelor,2.2,1,8,,1,A,Platinum,61092
Female,Urban,Bachelor,6.31,1,2,5941.0,More than 1,B,Gold,95520
Female,Urban,Bachelor,9.38,1,6,3186.0,More than 1,A,Platinum,58752
Female,Rural,Bachelor,8.2,0,5,2900.0,More than 1,A,Gold,102372
Male,Urban,High School,6.68,0,6,0.0,1,B,Gold,222240
Male,Rural,High School,8.6,1,6,5054.0,1,B,Platinum,34068
Male,Rural,Bachelor,7.3,1,3,5286.0,1,A,Gold,117120
Female,Urban,Bachelor,5.88,1,7,5475.0,More than 1,,Silver,71172
Female,Rural,High School,96.59,1,6,0.0,1,B,Gold,65868
Male,Urban,Bachelor,6.63,0,4,3718.0,More than 1,A,Platinum,96924
Male,Rural,Bachelor,4.14,0,5,0.0,1,B,Silver,50928
Male,Rural,Bachelor,9.25,1,4,2072.0,More than 1,C,Platinum,72708
Female,Urban,High School,3.88,1,3,8473.0,More than 1,B,Platinum,123132
Female,Urban,High School,6.19,1,6,3708.0,More than 1,A,Platinum,68352
Male,Rural,Bachelor,9.64,0,1,2207.0,More than 1,A,Platinum,59964
Female,Urban,High School,2.95,1,6,4571.0,1,,Platinum,31392
Male,Urban,High School,6.8,1,3,6413.0,More than 1,A,Platinum,47388
Female,Urban,Bachelor,8.09,1,6,2459.0,More than 1,A,Gold,252396
Male,Urban,High School,4.8,1,1,5720.0,1,B,Silver,64224
Male,Rural,High School,31.54,1,5,3953.0,More than 1,A,Platinum,66372
Female,Rural,Bachelor,6.75,1,1,0.0,More than 1,B,Gold,108732
Male,Rural,Bachelor,5.72,1,7,0.0,1,A,Gold,51480
Male,Urban,High School,5.97,0,7,4808.0,More than 1,A,Platinum,54948
Male,Urban,Bachelor,2.26,1,6,3472.0,More than 1,B,Silver,60864
Male,Urban,High School,10.7,0,6,6787.0,More than 1,A,Platinum,69540
Male,Urban,High School,,1,8,5523.0,1,C,Silver,30828
Male,Urban,High School,5.81,1,8,3772.0,More than 1,A,Platinum,95196
Female,Urban,High School,6.52,0,1,4190.0,1,A,Platinum,34848
Male,Urban,High School,6.56,1,0,6308.0,1,A,Silver,34104
Male,Rural,Bachelor,6.03,1,7,0.0,1,A,Gold,99108
Female,Urban,High School,9.41,1,2,3112.0,More than 1,B,Gold,68892
Male,Urban,High School,8.25,0,4,,More than 1,A,Gold,116580
Female,Rural,Bachelor,7.13,0,4,4655.0,1,,Platinum,60300
Female,Urban,High School,2.56,0,7,0.0,More than 1,A,Platinum,220164
Male,Urban,Bachelor,5.7,0,6,10039.0,More than 1,A,Platinum,264708
Male,Rural,High School,8.31,1,6,2841.0,1,A,Gold,56580
Female,Urban,High School,6.71,0,8,3055.0,1,A,Platinum,38532
Male,Rural,Bachelor,46.03,0,6,5444.0,More than 1,B,Platinum,183228
Female,Urban,Bachelor,6.32,0,1,3718.0,More than 1,A,Platinum,149100
Female,Rural,Bachelor,3.02,0,4,8702.0,1,B,Gold,68892
Female,Rural,High School,2.23,0,7,3813.0,More than 1,C,Platinum,312816
Male,Rural,High School,79.44,0,5,11852.0,More than 1,C,Silver,116448
Female,Rural,High School,7.79,0,3,9868.0,More than 1,A,Gold,62976
Male,Urban,High School,40.61,1,5,2464.0,1,A,Gold,30912
Male,Urban,High School,9.09,0,2,3435.0,More than 1,A,Platinum,263832
Female,Urban,High School,5.67,0,3,9377.0,More than 1,A,Gold,207624
Male,Urban,High School,,1,5,,More than 1,A,Platinum,60960
Male,Urban,High School,6.27,1,1,0.0,More than 1,A,Platinum,107040
Male,Urban,Bachelor,9.11,1,6,11489.0,1,,Platinum,62724
Female,Urban,High School,3.14,0,8,6230.0,More than 1,A,Silver,372936
Female,Rural,High School,8.59,0,4,0.0,1,A,Gold,69924
Male,Rural,Bachelor,6.74,0,5,,More than 1,B,Silver,105708
Male,Rural,Bachelor,7.35,1,2,0.0,More than 1,C,Platinum,57936
Female,Urban,High School,9.61,1,1,2302.0,More than 1,A,Silver,91716
Female,Rural,High School,7.59,1,3,2695.0,More than 1,A,Gold,103392
Female,Urban,High School,8.7,1,7,6596.0,1,A,Gold,30084
Male,Urban,High School,2.38,0,5,10948.0,More than 1,A,Platinum,358308
Female,Urban,Bachelor,4.96,0,0,5184.0,More than 1,A,Silver,98244
Male,Urban,High School,,0,6,,More than 1,B,Platinum,29172
Female,Rural,Bachelor,5.09,1,5,0.0,1,A,Silver,50592
Female,,Bachelor,4.69,1,4,6156.0,1,B,Gold,45084
Male,Rural,Bachelor,36.85,0,5,,1,B,Platinum,33108
Male,Urban,Bachelor,8.32,1,3,2911.0,More than 1,A,Silver,100140
Female,Rural,High School,21.11,1,6,3926.0,More than 1,A,Silver,90876
Male,,Bachelor,5.71,1,4,4384.0,More than 1,C,Silver,63768
Male,Rural,High School,11.45,1,4,0.0,More than 1,,Gold,59376
Male,Urban,High School,2.38,0,1,5869.0,More than 1,A,Silver,66948
Male,Urban,High School,8.64,1,2,13876.0,1,A,Platinum,114288
Male,Urban,High School,26.38,1,0,2467.0,More than 1,A,Platinum,70116
Male,Urban,High School,5.43,1,1,4709.0,More than 1,A,Platinum,77316
Female,Rural,Bachelor,49.0,1,1,0.0,More than 1,C,Platinum,63732
Male,Urban,High School,2.04,1,8,4105.0,More than 1,B,Gold,71052
Female,Urban,High School,3.59,1,6,6580.0,More than 1,C,Gold,448044
Female,Rural,High School,9.42,0,6,0.0,1,A,Platinum,33372
Male,Urban,Bachelor,5.18,1,4,,1,A,Platinum,30312
Female,Urban,Bachelor,2.28,0,3,3320.0,More than 1,,Gold,114864
Male,Rural,Bachelor,4.92,0,5,0.0,More than 1,B,Platinum,58800
Male,Urban,High School,3.08,0,1,5429.0,More than 1,B,Gold,327852
Female,Urban,Bachelor,6.27,0,5,6570.0,More than 1,A,Platinum,96696
Female,Urban,High School,2.29,0,5,5833.0,1,A,Gold,45960
Female,Urban,High School,6.48,1,6,3607.0,More than 1,A,Platinum,65964
Female,Rural,High School,5.77,1,3,3066.0,More than 1,A,Gold,99168
Female,,High School,5.61,1,7,0.0,More than 1,A,Gold,56196
Male,Rural,Bachelor,4.75,1,1,3265.0,More than 1,B,Platinum,69672
Male,,High School,53.63,0,0,4010.0,More than 1,B,Gold,334536
Male,Urban,High School,4.56,1,7,4182.0,More than 1,A,Gold,60396
Female,Urban,Bachelor,8.12,1,6,3585.0,More than 1,A,Silver,66492
Female,Urban,High School,5.05,0,7,4378.0,More than 1,B,Gold,34092
Male,Urban,Bachelor,5.26,1,0,5523.0,More than 1,,Platinum,205332
Male,Urban,Bachelor,2.62,0,5,5491.0,More than 1,B,Platinum,65364
Female,,Bachelor,89.81,0,6,6013.0,More than 1,B,Platinum,294864
Female,Rural,High School,5.64,1,7,2390.0,1,B,Platinum,31080
Male,Urban,High School,69.05,1,5,5019.0,More than 1,A,Gold,63324
Male,Rural,Others,4.76,1,2,0.0,1,,Gold,65700
Male,Urban,High School,7.14,0,6,3724.0,More than 1,A,Gold,69852
Male,Urban,High School,22.05,0,8,6434.0,More than 1,B,Silver,166992
Male,Urban,Bachelor,9.73,0,4,8657.0,More than 1,A,Platinum,182760
Male,Urban,High School,91.49,1,1,9910.0,More than 1,A,Platinum,396468
Male,Urban,Bachelor,10.67,0,7,9071.0,More than 1,B,Gold,101544
Female,Rural,High School,6.66,1,0,0.0,More than 1,A,Silver,65544
Female,Rural,High School,28.45,0,1,3697.0,More than 1,C,Gold,68316
Female,Urban,Bachelor,5.59,1,5,,More than 1,A,Platinum,68424
Female,Urban,High School,3.52,0,5,5911.0,More than 1,A,Platinum,51660
Female,Urban,High School,7.36,1,5,6672.0,More than 1,A,Platinum,60708
Male,Urban,High School,8.37,0,2,9693.0,More than 1,A,Platinum,67236
Female,Urban,High School,7.88,1,4,0.0,More than 1,A,Platinum,59976
Female,Urban,High School,32.81,0,6,7721.0,1,A,Gold,33888
Female,Rural,Bachelor,9.37,1,6,0.0,1,A,Platinum,29712
Female,Rural,High School,5.08,0,4,2186.0,More than 1,A,Gold,69516
Female,Urban,High School,6.51,1,1,6627.0,More than 1,A,Platinum,62892
Female,Urban,Others,9.33,0,3,3821.0,More than 1,A,Platinum,101904
Female,Urban,High School,4.2,0,5,7246.0,More than 1,B,Silver,64140
Female,Urban,High School,7.48,0,5,3940.0,More than 1,A,Platinum,58944
Female,Urban,Bachelor,2.3,0,4,5746.0,1,B,Gold,70512
Male,Urban,Bachelor,9.52,1,5,3198.0,1,B,Platinum,68088
Male,Urban,Bachelor,4.02,1,7,9310.0,More than 1,B,Platinum,269472
Female,Rural,High School,6.1,1,1,0.0,More than 1,C,Platinum,330192
Female,Urban,Others,2.62,0,7,7287.0,More than 1,A,Gold,223572
Female,Rural,High School,3.69,0,3,5859.0,More than 1,B,Platinum,182376
Female,Urban,High School,79.39,1,5,2520.0,More than 1,A,Platinum,136968
Male,Rural,Bachelor,47.05,0,6,3134.0,More than 1,A,Platinum,62676
Male,Rural,High School,5.51,1,7,0.0,More than 1,A,Gold,98232
Male,Urban,Bachelor,59.11,1,7,4238.0,1,B,Platinum,73176
Male,Urban,High School,7.36,0,8,4356.0,More than 1,A,Platinum,147852
Male,Urban,High School,26.9,0,4,2936.0,More than 1,A,Silver,67020
Male,Urban,High School,6.9,1,6,2779.0,More than 1,A,Platinum,178956
Female,Rural,Bachelor,7.94,0,7,4756.0,More than 1,B,Silver,56844
Male,Rural,High School,67.08,0,6,0.0,More than 1,B,Platinum,63804
Female,Urban,Bachelor,6.4,0,7,5830.0,More than 1,A,Platinum,63228
Male,Urban,Bachelor,7.81,1,4,5787.0,More than 1,A,Platinum,66360
Male,Rural,Others,3.6,0,4,0.0,1,A,Platinum,30684
Male,Rural,Bachelor,6.74,0,3,0.0,More than 1,A,Gold,68052
Male,Urban,Bachelor,9.95,1,4,10994.0,More than 1,A,Platinum,130704
Male,Urban,High School,4.86,0,3,6280.0,1,A,Platinum,42696
Male,,Bachelor,5.33,1,5,0.0,More than 1,B,Platinum,106200
Male,Urban,High School,5.09,1,4,3020.0,More than 1,A,Platinum,94752
Female,Rural,Bachelor,5.28,0,6,0.0,1,A,Gold,34272
Female,Urban,Bachelor,6.54,1,3,0.0,More than 1,A,Platinum,64404
Female,Urban,Bachelor,4.59,0,5,5638.0,More than 1,A,Platinum,90000
Male,Rural,High School,9.08,1,3,3852.0,More than 1,A,Platinum,86388
Female,Urban,High School,8.1,1,8,3424.0,More than 1,A,Platinum,112008
Female,Urban,High School,2.19,0,3,4447.0,1,A,Platinum,49524
Female,,Bachelor,7.28,0,7,,More than 1,,Platinum,104256
Female,Rural,Bachelor,9.66,1,0,0.0,More than 1,A,Silver,102000
Female,Urban,Bachelor,,0,5,5619.0,1,A,Platinum,59196
Female,Rural,High School,8.02,1,6,0.0,More than 1,C,Platinum,65100
Female,Urban,High School,3.62,1,8,9967.0,More than 1,B,Platinum,104304
Male,,Bachelor,,1,5,0.0,More than 1,B,Silver,104952
Male,Urban,High School,5.98,1,7,7809.0,More than 1,B,Platinum,70452
Female,Urban,High School,2.55,0,3,4653.0,More than 1,A,Silver,341004
Male,Urban,High School,1.42,1,2,5041.0,More than 1,C,Silver,297312
Male,Urban,High School,8.01,0,4,11280.0,More than 1,A,Platinum,34476
Male,,High School,4.66,0,6,7968.0,More than 1,A,Platinum,97740
Female,Urban,Bachelor,9.32,0,3,10063.0,More than 1,A,Gold,175152
Female,Rural,High School,8.53,0,8,4375.0,1,A,Silver,67164
Male,Urban,High School,6.29,1,6,2863.0,More than 1,C,Silver,98412
Female,Rural,Bachelor,3.41,1,7,2167.0,1,B,Silver,62448
Male,Urban,Bachelor,2.77,1,3,11345.0,More than 1,A,Gold,99096
Female,Urban,High School,1.58,0,4,5299.0,More than 1,A,Silver,455748
Male,Urban,Bachelor,6.28,1,7,12175.0,More than 1,B,Platinum,347256
Female,Urban,High School,9.43,0,7,4116.0,More than 1,A,Platinum,75408
Female,Rural,Bachelor,9.39,1,2,2515.0,More than 1,A,Platinum,101004
Male,Urban,Bachelor,39.79,1,0,5410.0,1,A,Silver,57240
Female,Urban,High School,64.97,1,3,9618.0,More than 1,B,Platinum,69420
Male,Rural,Bachelor,7.75,0,7,0.0,More than 1,,Platinum,72336
Female,Urban,High School,2.65,0,8,5346.0,More than 1,B,Platinum,61800
Male,Urban,High School,4.13,1,2,3787.0,More than 1,A,Platinum,105468
Male,Rural,Bachelor,9.22,0,3,0.0,1,A,Gold,44328
Female,Urban,High School,68.69,1,7,5171.0,1,B,Gold,50088
Male,Urban,Bachelor,7.27,1,6,6759.0,More than 1,B,Silver,68904
Male,Urban,High School,7.25,1,7,2225.0,More than 1,B,Platinum,68148
Male,Urban,High School,4.29,1,8,4335.0,1,A,Gold,30744
Male,Urban,Bachelor,6.85,1,6,6059.0,More than 1,A,Silver,108000
Female,Urban,High School,4.87,0,7,5146.0,More than 1,A,Platinum,57204
Male,Urban,High School,4.45,1,2,7034.0,More than 1,B,Platinum,95856
Male,Urban,High School,89.18,0,7,5968.0,1,A,Platinum,32736
Male,Urban,Bachelor,7.17,1,1,4110.0,1,A,Platinum,64332
Male,Rural,Bachelor,7.02,1,7,3882.0,More than 1,A,Gold,109500
Male,Urban,Bachelor,4.91,1,0,2787.0,1,A,Platinum,34596
Male,Urban,High School,,1,1,2566.0,More than 1,A,Gold,61872
Male,,High School,4.95,1,5,5829.0,1,A,Platinum,47820
Male,Urban,High School,7.44,0,4,5741.0,More than 1,A,Platinum,101568
Male,Rural,High School,9.09,1,2,5493.0,1,,Platinum,54504
Male,Urban,Bachelor,12.16,1,6,,More than 1,B,Platinum,241236
Female,Urban,Bachelor,5.54,1,8,10694.0,More than 1,A,Platinum,182544
Male,Urban,High School,19.56,0,3,3782.0,More than 1,A,Platinum,83148
Female,Urban,High School,9.14,0,3,6769.0,More than 1,C,Silver,84636
Male,,High School,8.91,1,6,0.0,More than 1,A,Gold,96780
Male,Urban,Bachelor,6.34,1,6,4003.0,More than 1,A,Gold,93756
Male,Urban,High School,4.5,0,2,6674.0,More than 1,C,Platinum,621708
Male,Urban,High School,5.41,0,5,9268.0,More than 1,A,Platinum,250128
Male,Urban,High School,8.59,1,1,6904.0,More than 1,A,Silver,68580
Female,Urban,High School,81.59,0,6,2839.0,1,,Gold,69732
Female,Urban,Bachelor,6.08,1,0,3763.0,1,A,Silver,34224
Female,Urban,High School,5.6,0,8,3483.0,More than 1,A,Platinum,71460
Male,Urban,High School,9.03,0,3,6881.0,More than 1,,Platinum,101616
Male,,High School,5.04,0,3,6296.0,More than 1,B,Platinum,57696
Male,Rural,High School,99.28,1,5,0.0,More than 1,A,Silver,74688
Female,Urban,Bachelor,9.16,1,3,8113.0,More than 1,A,Platinum,119508
Female,Rural,High School,6.74,1,3,4569.0,More than 1,A,Platinum,99672
Female,Urban,Others,9.4,1,1,2629.0,1,,Gold,32628
Male,Urban,High School,3.64,0,7,3694.0,More than 1,B,Platinum,490140
Female,Urban,Bachelor,95.98,1,4,2387.0,More than 1,A,Gold,100644
Male,Urban,High School,7.65,0,7,2872.0,More than 1,B,Gold,58440
Male,Rural,Bachelor,8.94,0,6,3020.0,More than 1,A,Platinum,189708
Female,Urban,Bachelor,4.63,0,7,6502.0,More than 1,A,Platinum,191508
Male,Urban,Bachelor,5.52,1,4,4345.0,More than 1,A,Platinum,100332
Male,Urban,High School,6.1,0,6,3671.0,More than 1,A,Platinum,99108
Female,,Bachelor,73.86,1,1,4091.0,More than 1,A,Silver,65880
Female,Rural,Others,14.72,1,1,0.0,More than 1,A,Gold,100848
Male,Urban,Bachelor,7.01,1,8,6617.0,More than 1,B,Platinum,67596
Male,Rural,Bachelor,2.78,0,1,0.0,More than 1,B,Platinum,58380
Male,Urban,Bachelor,2.82,0,4,6254.0,More than 1,A,Gold,316680
Male,Urban,Bachelor,,0,3,,More than 1,A,Platinum,66936
Female,Urban,High School,5.22,1,5,4213.0,1,A,Gold,69588
Female,Rural,Bachelor,2.43,0,4,0.0,1,C,Platinum,64644
Female,Urban,High School,,1,3,0.0,1,A,Platinum,31248
Male,Urban,High School,5.53,1,3,6332.0,1,A,Platinum,56388
Male,,High School,7.15,0,6,4273.0,1,B,Platinum,65316
Female,Rural,Bachelor,7.96,0,4,3428.0,More than 1,A,Platinum,67152
Male,Urban,Bachelor,9.47,0,5,5281.0,More than 1,B,Platinum,152220
Female,Urban,Bachelor,4.45,1,7,5527.0,More than 1,C,Platinum,195516
Female,Urban,High School,6.45,0,1,2670.0,More than 1,B,Platinum,235044
Male,Urban,Bachelor,6.16,1,0,3541.0,1,A,Platinum,32916
Female,Urban,Bachelor,5.83,0,4,5096.0,1,,Platinum,87480
Male,Rural,Bachelor,6.53,0,7,0.0,More than 1,B,Platinum,60396
Male,Urban,Bachelor,7.11,0,7,9315.0,More than 1,A,Platinum,112632
Male,Urban,High School,9.44,1,8,7189.0,1,B,Platinum,61812
Female,Urban,High School,3.28,1,6,4183.0,More than 1,A,Gold,251424
Male,Rural,Bachelor,8.29,1,1,2451.0,More than 1,A,Silver,114612
Female,Urban,High School,3.93,1,6,3689.0,More than 1,A,Platinum,100308
Female,Urban,High School,2.09,1,6,6773.0,More than 1,B,Gold,289428
Male,Rural,Bachelor,5.92,1,6,0.0,More than 1,A,Gold,175476
Male,Urban,Bachelor,8.98,0,1,5718.0,1,A,Platinum,43956
Male,Urban,High School,4.46,0,2,2149.0,More than 1,A,Gold,168240
Male,Urban,High School,9.91,1,6,3912.0,More than 1,B,Platinum,94536
Male,Urban,Bachelor,6.3,1,8,10673.0,More than 1,A,Platinum,108672
Male,,High School,2.06,1,5,11658.0,More than 1,A,Silver,98856
Male,Rural,Bachelor,4.44,0,7,3805.0,More than 1,B,Silver,101568
Male,Urban,High School,52.7,1,6,3809.0,More than 1,A,Silver,228588
Male,Urban,Bachelor,7.08,1,1,,More than 1,A,Platinum,104592
Male,Urban,Bachelor,96.01,1,5,4461.0,More than 1,A,Platinum,97212
Male,Urban,Bachelor,3.62,1,7,3926.0,More than 1,B,Silver,75384
Male,Urban,Bachelor,3.44,1,2,3982.0,1,B,Silver,60588
Female,Rural,High School,63.33,1,7,0.0,More than 1,A,Silver,64872
Male,Rural,High School,41.28,1,5,,1,B,Silver,35388
Male,Urban,Bachelor,3.89,1,7,16695.0,More than 1,B,Gold,70668
Male,Rural,High School,6.16,1,6,0.0,More than 1,B,Platinum,61608
Female,Urban,High School,3.77,0,1,0.0,1,C,Gold,50172
Male,Urban,High School,2.94,1,4,6072.0,More than 1,A,Platinum,156360
Male,Urban,Bachelor,45.62,1,5,,1,A,Platinum,59676
